Use Group,Use Header,Use Name,Zoning District,Permitted Value
IV(C),Renewable Energy and Green Infrastructure,"Recycling, or organic material, receiving",R6,–
V,Transient Accommodations,#Motels#,R6,–
V,Transient Accommodations,Overnight camps,R6,○
V,Transient Accommodations,#Tourist cabins#,R6,–
V,Transient Accommodations,#Transient hotels#,R6,–
VI Retail,Motor Vehicle and Parts Dealer (441),Automobile dealers (4411),R6,–
VI Retail,Motor Vehicle and Parts Dealer (441),Boat dealers (441222),R6,–
VI Retail,Motor Vehicle and Parts Dealer (441),All other motor vehicle dealers (in 4412),R6,–
VI Retail,Motor Vehicle and Parts Dealer (441),"Automotive parts, accessories and tire retailers (4413)",R6,–
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),"Lumber yards, retail (in 444180)",R6,–
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),All other building material and supplies dealers (in 4441),R6,–
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),Lawn and garden equipment and supplies retailers (4442),R6,–
VI Retail,Food and Beverage Retailers (445),Grocery and convenience retailers (4451),R6,–
VI Retail,Food and Beverage Retailers (445),Specialty food retailers (4452),R6,–
VI Retail,Food and Beverage Retailers (445),"Beer, wine and liquor retailers (4453)",R6,–
VI Retail,"Furniture, Home Furnishings, Electronics, and Appliance Retailers (449)",Furniture and home furnishing retailers (4491),R6,–
VI Retail,"Furniture, Home Furnishings, Electronics, and Appliance Retailers (449)",Electronics and appliance retailers (4492),R6,–
VI Retail,General Merchandise Retailers (455),Department stores (4551),R6,–
VI Retail,General Merchandise Retailers (455),"Warehouse clubs, supercenters, and other general merchandise retailers (4552)",R6,–
VI Retail,Health and Personal Care Retailers (456),Health and personal care retailers (4561),R6,–
VI Retail,Gasoline Stations and Fuel Dealers (457),#Automotive service stations#,R6,–
VI Retail,Gasoline Stations and Fuel Dealers (457),Electric vehicle charging and battery swapping,R6,–
VI Retail,Gasoline Stations and Fuel Dealers (457),Boat fuel sales,R6,–
VI Retail,Gasoline Stations and Fuel Dealers (457),Fuel dealers (4572),R6,–
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)",Clothing and clothing accessories retailers (4581),R6,–
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)",Shoe retailers (4582),R6,–
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)","Jewelry, luggage, and leather goods retailers (4583)",R6,–
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Sporting goods retailers (45911),R6,–
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",All other hobby and musical instrument retailers (in 4591),R6,–
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Book retailers,R6,–
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",News dealers,R6,–
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Florists (4593),R6,–
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)","Office supplies, stationary, and gift retailers (4594)",R6,–
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Used merchandise retailers (4595),R6,–
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Miscellaneous retailers (4599),R6,–
VI Services,Postal Service (491) / Couriers and Messengers (492),Postal service (4911),R6,–
VI Services,Postal Service (491) / Couriers and Messengers (492),Couriers and express delivery services (4921),R6,–
VI Services,Postal Service (491) / Couriers and Messengers (492),Local messengers and local delivery (4922),R6,–
VI Services,Telecommunications (517),Wired and wireless telecommunications (5171),R6,–
VI Services,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services (518)","Computing infrastructure providers, data processing, web hosting, and related services (5182)",R6,–
VI Services,Credit Intermediation and Related Activities (522),"Savings, loan and other financial services (5221, 5222 and 5223)",R6,–
VI Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities (523)","Securities, commodity contracts, and other financial investments and related activities (5231, 5232 and 5239)",R6,–
VI Services,Insurance Carriers and Related Activities (524),Insurance carriers and related activities (5241 and 5242),R6,–
VI Services,"Funds, Trusts and Other Financial Vehicles (525)","Funds, trusts and other financial vehicles (5251 and 5259)",R6,–
VI Services,Real Estate (531),"Real estate (5311, 5312, and 5313)",R6,–
VI Services,Rental and Leasing Services (532),Automotive equipment rental and leasing (5321),R6,–
VI Services,Rental and Leasing Services (532),Consumer electronics and appliances rental (53221),R6,–
VI Services,Rental and Leasing Services (532),Recreational goods rental (532284),R6,–
VI Services,Rental and Leasing Services (532),All other consumer goods rentals (in 5322),R6,–
VI Services,Rental and Leasing Services (532),General rental centers (5323),R6,–
VI Services,Rental and Leasing Services (532),Commercial and industrial machinery and equipment rental and leasing (5324),R6,–
VI Services,"Professional, Scientific, and Technical Services (541)",Veterinary services (54194),R6,–
VI Services,"Professional, Scientific, and Technical Services (541)","All other professional, scientific, and technical services (in 541)",R6,–
VI Services,Management of Companies and Enterprises (551),Management of companies and enterprises (5511),R6,–
VI Services,Administrative and Support Services (561),Travel and reservation services (5615),R6,–
VI Services,Administrative and Support Services (561),Carpet and upholstery cleaning services (56174),R6,–
VI Services,Administrative and Support Services (561),All other services to buildings and dwellings (in 5617),R6,–
VI Services,Administrative and Support Services (561),All other administrative and support services (in 561),R6,–
VI Services,Educational Services (611),Business schools and computer and management training (6114),R6,–
VI Services,Educational Services (611),Technical and trade schools (6115),R6,–
VI Services,Educational Services (611),All other schools and instruction (6116 and 6117),R6,–
VI Services,Food Services and Drinking Places (722),Special food services (7223),R6,–
VI Services,Food Services and Drinking Places (722),Eating or drinking establishments (7224 and 7225),R6,–
VI Services,Repair and Maintenance (811),#Heavy motor vehicle repair and maintenance shops#,R6,–
VI Services,Repair and Maintenance (811),#Light motor vehicle repair and maintenance shops#,R6,–
VI Services,Repair and Maintenance (811),Car washes (811192),R6,–
VI Services,Repair and Maintenance (811),Electronic and precision equipment repair and maintenance (8112),R6,–
VI Services,Repair and Maintenance (811),Commercial and industrial machinery and equipment repair and maintenance (8113),R6,–
VI Services,Repair and Maintenance (811),Bicycle repair,R6,–
VI Services,Repair and Maintenance (811),Recreational boat repair,R6,–
VI Services,Repair and Maintenance (811),Home and garden equipment and appliance repair and maintenance (81141),R6,–
VI Services,Repair and Maintenance (811),All other personal and household goods repair and maintenance (in 8114),R6,–
VI Services,Personal and Laundry Services (812),#Health and fitness establishments#,R6,–
VI Services,Personal and Laundry Services (812),All other personal care services (in 8121),R6,–
VI Services,Personal and Laundry Services (812),Funeral homes and funeral services (81221),R6,–
VI Services,Personal and Laundry Services (812),Crematoriums,R6,–
VI Services,Personal and Laundry Services (812),Personal laundry services,R6,–
VI Services,Personal and Laundry Services (812),Personal dry cleaning services,R6,–
VI Services,Personal and Laundry Services (812),Industrial dry cleaning and laundry services,R6,–
VI Services,Personal and Laundry Services (812),Pet care services (81291),R6,–
VI Services,Personal and Laundry Services (812),All other personal services (in 8129),R6,–
VII,Laboratories,Laboratories,R6,○
VII,Offices,"Offices, business, professional including ambulatory diagnostic or treatment health care, or governmental",R6,○
VIII,Amusement and Recreation Facilities,#Amusement or recreation facilities#,R6,–
VIII,Amusement and Recreation Facilities,#Select entertainment facilities#,R6,–
VIII,Amusement and Recreation Facilities,#Outdoor amusement parks#,R6,–
VIII,Art Galleries and Studios,Art galleries,R6,–
VIII,Art Galleries and Studios,"Art, music, dancing or theatrical studios",R6,–
VIII,Art Galleries and Studios,Production or entertainment studios,R6,–
VIII,Entertainment and Sporting Venues,Arenas or auditoriums,R6,–
VIII,Entertainment and Sporting Venues,Drive-in theaters,R6,–
VIII,Entertainment and Sporting Venues,Racetracks,R6,–
VIII,Entertainment and Sporting Venues,Stadiums,R6,–
VIII,Entertainment and Sporting Venues,Theaters,R6,–
VIII,Other Assembly Spaces,"Banquet, function or reception halls",R6,–
VIII,Other Assembly Spaces,Gaming facilities,R6,–
VIII,Other Assembly Spaces,Historical exhibits,R6,–
VIII,Other Assembly Spaces,Meeting halls,R6,–
VIII,Other Assembly Spaces,Non-commercial clubs,R6,–
VIII,Other Assembly Spaces,Observation decks,R6,–
VIII,Other Assembly Spaces,Outdoor day camps,R6,○
VIII,Other Assembly Spaces,Publicly accessible spaces,R6,–
VIII,Other Assembly Spaces,Riding academies or stables,R6,○
VIII,Other Assembly Spaces,Trade expositions,R6,–
IX(A),General Storage,Building materials or contractors' yard,R6,–
IX(A),General Storage,"Depositories for storage of office records, microfilm or computer tapes, or for data processing",R6,–
IX(A),General Storage,Micro-distribution facility,R6,–
IX(A),General Storage,Moving or storage offices,R6,–
IX(A),General Storage,#Self-service storage facility#,R6,–
IX(A),General Storage,Trucking terminals or motor freight stations,R6,–
IX(A),General Storage,Warehouses,R6,–
IX(A),General Storage,Wholesale establishments,R6,–
IX(B),Specialized Storage,Coal or gas storage,R6,–
IX(B),Specialized Storage,"Explosives storage, when not prohibited by other ordinances",R6,–
IX(B),Specialized Storage,Grain storage,R6,–
IX(B),Specialized Storage,"Junk or salvage yards, including auto wrecking or similar establishments",R6,–
IX(B),Specialized Storage,Lumber yard,R6,–
IX(B),Specialized Storage,"Manure, peat or topsoil storage",R6,–
IX(B),Specialized Storage,"Petroleum or petroleum products, storage or handling",R6,–
IX(B),Specialized Storage,Refrigerating plants,R6,–
IX(B),Specialized Storage,"Scrap metal, junk, paper or rags storage, sorting, or baling",R6,–
IX(C),Vehicle Storage,Boat storage,R6,–
IX(C),Vehicle Storage,"Commercial or public vehicle storage, including #accessory# motor fuel pumps",R6,–
IX(C),Vehicle Storage,Dead storage of motor vehicles,R6,–
IX(C),Vehicle Storage,#Public parking garages# or #public parking lots#,R6,–
X,Food Manufacturing (311),Animal food manufacturing (3111),R6,–
X,Food Manufacturing (311),Sugar manufacturing (31131),R6,–
X,Food Manufacturing (311),All other sugar and confectionary product manufacturing (in 3113),R6,–
X,Food Manufacturing (311),Animal slaughtering and processing (3116),R6,–
X,Food Manufacturing (311),Seafood product preparation and packaging (3117),R6,–
X,Food Manufacturing (311),All other food manufacturing (in 311),R6,–
X,Beverage and Tobacco Product Manufacturing (312),Distilleries (31214),R6,–
X,Beverage and Tobacco Product Manufacturing (312),All other beverage manufacturing (in 3121),R6,–
